Bin,Chromosome,Position,FC_Sbe_vs_Wte,FC_sbg_vs_wtg
LinJ14-320000-325000,14,322500,0.016342388,-0.059301493
LinJ11-445000-450000,11,447500,0.032344136,-0.059396097
LinJ29-380000-385000,29,382500,-0.04528083,-0.05941916
LinJ20-440000-445000,20,442500,-0.062864827,-0.05942921
LinJ24-415000-420000,24,417500,0.017606084,-0.0595215
LinJ33-555000-560000,33,557500,0.032840389,-0.059592554
LinJ29-890000-895000,29,892500,0.035694443,-0.059703205
LinJ22-145000-150000,22,147500,-0.002755117,-0.0597235
LinJ25-675000-680000,25,677500,0.066642532,-0.059740747
LinJ12-210000-215000,12,212500,-0.037482537,-0.059791305
LinJ10-210000-215000,10,212500,-0.010111829,-0.059896083
LinJ30-80000-85000,30,82500,0.003959569,-0.05996098
LinJ35-125000-130000,35,127500,0.020362002,-0.060014139
LinJ07-180000-185000,7,182500,-0.102976055,-0.060185539
LinJ06-190000-195000,6,192500,-0.067039162,-0.060247383
LinJ09-445000-450000,9,447500,-0.005691886,-0.060256655
LinJ17-555000-560000,17,557500,-0.056184683,-0.060274536
LinJ04-325000-330000,4,327500,-0.005023667,-0.060325293
LinJ10-380000-385000,10,382500,0.031739367,-0.060371808
LinJ24-300000-305000,24,302500,-0.033581382,-0.060371808
LinJ07-460000-465000,7,462500,-0.012729898,-0.060372743
LinJ25-650000-655000,25,652500,-0.001031982,-0.060442557
LinJ20-140000-145000,20,142500,-0.027531718,-0.060459297
LinJ25-275000-280000,25,277500,0.050290066,-0.06056855
LinJ17-205000-210000,17,207500,0.041511454,-0.06066298
LinJ24-775000-780000,24,777500,-0.012675837,-0.060939869
LinJ07-570000-575000,7,572500,0.002509605,-0.060940905
LinJ25-705000-710000,25,707500,0.032679886,-0.061005425
LinJ29-1175000-1180000,29,1177500,-0.026340568,-0.061067489
LinJ22-515000-520000,22,517500,0.014509248,-0.061081346
LinJ33-510000-515000,33,512500,-0.017311184,-0.061182209
LinJ16-280000-285000,16,282500,-0.076192122,-0.061237948
LinJ14-475000-480000,14,477500,-0.026869525,-0.061285891
LinJ30-700000-705000,30,702500,0.00926564,-0.061302208
LinJ03-315000-320000,3,317500,-0.077137392,-0.061309582
LinJ21-460000-465000,21,462500,-0.064415234,-0.061325486
LinJ10-190000-195000,10,192500,0.001313663,-0.061346912
LinJ19-455000-460000,19,457500,-0.071106837,-0.06145084
LinJ34-220000-225000,34,222500,-0.046531293,-0.061485517
LinJ15-135000-140000,15,137500,-0.017127995,-0.061538861
LinJ35-1205000-1210000,35,1207500,-0.047959472,-0.061619076
LinJ28-790000-795000,28,792500,0.002456148,-0.061660447
LinJ21-200000-205000,21,202500,-0.058109011,-0.061668967
LinJ20-345000-350000,20,347500,0.022658499,-0.061674644
LinJ29-760000-765000,29,762500,0.024454757,-0.061703563
LinJ36-1160000-1165000,36,1162500,-0.023861156,-0.061755251
LinJ17-110000-115000,17,112500,0.049622528,-0.061788454
LinJ30-65000-70000,30,67500,0.03392617,-0.061858346
LinJ10-490000-495000,10,492500,-4.06E-05,-0.061864538
LinJ29-275000-280000,29,277500,0.015207966,-0.06189939
LinJ20-645000-650000,20,647500,-2.47E-05,-0.061965611
LinJ30-430000-435000,30,432500,-0.003120453,-0.061986322
LinJ36-1330000-1335000,36,1332500,-0.0683289,-0.061996287
LinJ14-220000-225000,14,222500,-0.060518299,-0.06200701
LinJ19-235000-240000,19,237500,-0.054203919,-0.062125938
LinJ05-265000-270000,5,267500,0.00462818,-0.062136732
LinJ19-375000-380000,19,377500,0.01639569,-0.062199802
LinJ05-45000-50000,5,47500,0.030961203,-0.062243733
LinJ35-2010000-2015000,35,2012500,-0.021189743,-0.062261051
LinJ02-105000-110000,2,107500,0.020244247,-0.062323442
LinJ14-105000-110000,14,107500,-0.033187563,-0.06233504
LinJ16-260000-265000,16,262500,-0.030192692,-0.062365687
LinJ15-535000-540000,15,537500,-0.047479284,-0.062365687
LinJ35-290000-295000,35,292500,-0.009734036,-0.062416067
LinJ21-520000-525000,21,522500,-0.040637494,-0.062489347
LinJ11-385000-390000,11,387500,-0.034768803,-0.062530426
LinJ25-405000-410000,25,407500,-0.036901893,-0.062588607
LinJ22-430000-435000,22,432500,0.071008712,-0.062652715
LinJ10-350000-355000,10,352500,-0.051323971,-0.062667063
LinJ34-535000-540000,34,537500,0.015248855,-0.062749229
LinJ27-1130000-1135000,27,1132500,-0.036456544,-0.063005953
LinJ22-465000-470000,22,467500,-0.00837501,-0.063151065
LinJ35-325000-330000,35,327500,0.019905181,-0.063156539
LinJ02-15000-20000,2,17500,-0.050524452,-0.063165842
LinJ05-100000-105000,5,102500,-0.066515332,-0.063272529
LinJ11-375000-380000,11,377500,-0.098035314,-0.063337304
LinJ16-195000-200000,16,197500,-0.003024679,-0.063480146
LinJ20-300000-305000,20,302500,0,-0.063495397
LinJ02-125000-130000,2,127500,-0.041122067,-0.063562064
LinJ15-400000-405000,15,402500,0.029788907,-0.063604654
LinJ15-235000-240000,15,237500,-0.084751252,-0.063669441
LinJ14-30000-35000,14,32500,-0.073646988,-0.063792306
LinJ25-290000-295000,25,292500,0.019308533,-0.063838369
LinJ10-345000-350000,10,347500,-0.10392898,-0.063873711
LinJ34-1710000-1715000,34,1712500,-0.010080726,-0.063879011
LinJ04-210000-215000,4,212500,-0.071880767,-0.063913913
LinJ17-220000-225000,17,222500,-0.063579042,-0.063973271
LinJ15-130000-135000,15,132500,0.002668354,-0.063994171
LinJ29-210000-215000,29,212500,-0.066778907,-0.064165681
LinJ27-505000-510000,27,507500,0.027849877,-0.064216537
LinJ36-900000-905000,36,902500,0.070982562,-0.064222397
LinJ25-385000-390000,25,387500,-0.034855116,-0.064233849
LinJ03-185000-190000,3,187500,-0.09661924,-0.064370507
LinJ21-365000-370000,21,367500,-0.040622401,-0.064405001
LinJ35-215000-220000,35,217500,-0.028780559,-0.064427118
LinJ10-105000-110000,10,107500,-0.023423825,-0.064476866
LinJ29-515000-520000,29,517500,-0.040270649,-0.064558258
LinJ15-395000-400000,15,397500,-0.068515116,-0.064598216
LinJ25-185000-190000,25,187500,0.006547531,-0.064606616
LinJ01-185000-190000,1,187500,-0.060703023,-0.064624803
LinJ36-2130000-2135000,36,2132500,-0.03493208,-0.064693368
LinJ21-120000-125000,21,122500,-0.021980261,-0.064735579
LinJ36-2035000-2040000,36,2037500,-0.01884928,-0.06487823
LinJ32-145000-150000,32,147500,-0.330459312,-0.065021732
LinJ01-195000-200000,1,197500,-0.021599689,-0.06527549
LinJ14-380000-385000,14,382500,0.032395598,-0.065358267
LinJ34-180000-185000,34,182500,-0.060547029,-0.06536014
LinJ07-280000-285000,7,282500,0.007542878,-0.065410086
LinJ20-695000-700000,20,697500,0.01372604,-0.065446708
LinJ35-620000-625000,35,622500,-0.029238127,-0.065462166
LinJ27-455000-460000,27,457500,-0.014771583,-0.065477522
LinJ11-280000-285000,11,282500,-0.071274428,-0.06548346
LinJ21-595000-600000,21,597500,-0.010205569,-0.065527987
LinJ27-940000-945000,27,942500,0.069755773,-0.065539635
LinJ04-95000-100000,4,97500,-0.125644746,-0.065594498
LinJ09-140000-145000,9,142500,-0.027296035,-0.065714584
LinJ07-325000-330000,7,327500,-0.026403184,-0.065828796
LinJ14-490000-495000,14,492500,-0.014617863,-0.06583167
LinJ09-380000-385000,9,382500,-0.112080715,-0.065876733
LinJ02-330000-335000,2,332500,-0.037992757,-0.065922039
LinJ09-300000-305000,9,302500,-0.091163965,-0.065961481
LinJ06-85000-90000,6,87500,-0.004590817,-0.065970957
LinJ29-690000-695000,29,692500,-0.035586489,-0.065992195
LinJ09-135000-140000,9,137500,-0.054195789,-0.066015503
LinJ16-450000-455000,16,452500,-0.03433712,-0.066019729
LinJ35-440000-445000,35,442500,-0.066111779,-0.066046801
LinJ17-655000-660000,17,657500,-0.012569012,-0.066073377
LinJ16-580000-585000,16,582500,0,-0.066080693
LinJ01-255000-260000,1,257500,-0.040243642,-0.066158844
LinJ28-945000-950000,28,947500,0.000322936,-0.06623099
LinJ05-380000-385000,5,382500,-0.075568195,-0.06629481
LinJ05-230000-235000,5,232500,-0.032769705,-0.066303761
LinJ14-395000-400000,14,397500,0.00738679,-0.066486856
LinJ34-1235000-1240000,34,1237500,-0.035460798,-0.066961172
LinJ21-670000-675000,21,672500,0.01119841,-0.066977311
LinJ35-1560000-1565000,35,1562500,0.066748843,-0.067052334
LinJ24-395000-400000,24,397500,-0.035541768,-0.067094773
LinJ07-185000-190000,7,187500,-0.046409524,-0.067189645
LinJ01-190000-195000,1,192500,-0.126003212,-0.067204092
LinJ17-565000-570000,17,567500,-0.025811436,-0.067252559
LinJ29-500000-505000,29,502500,-0.000404751,-0.067314028
LinJ22-575000-580000,22,577500,-0.082584804,-0.067392748
LinJ16-270000-275000,16,272500,-0.012418697,-0.067489967
LinJ21-505000-510000,21,507500,0.055900016,-0.067573707
LinJ19-695000-700000,19,697500,0.024404633,-0.06758003
LinJ36-330000-335000,36,332500,-0.043621739,-0.067615629
LinJ15-415000-420000,15,417500,-0.024072144,-0.0676556
LinJ10-485000-490000,10,487500,-0.089072851,-0.06767263
LinJ15-255000-260000,15,257500,0.01455295,-0.067741003
LinJ36-840000-845000,36,842500,0.005043341,-0.067761094
LinJ02-160000-165000,2,162500,-0.051278716,-0.067847314
LinJ12-155000-160000,12,157500,0.025444117,-0.067859738
LinJ36-1125000-1130000,36,1127500,0.026409177,-0.06804278
LinJ36-1350000-1355000,36,1352500,-0.078278197,-0.068303492
LinJ30-190000-195000,30,192500,0.00785069,-0.068331567
LinJ35-285000-290000,35,287500,0.024731305,-0.068585157
LinJ30-385000-390000,30,387500,0.010942204,-0.068633313
LinJ13-220000-225000,13,222500,0.051935102,-0.068707341
LinJ30-50000-55000,30,52500,-0.026374204,-0.06882408
LinJ20-205000-210000,20,207500,0.046786671,-0.068882472
LinJ29-75000-80000,29,77500,-0.057955496,-0.069058183
LinJ35-240000-245000,35,242500,-0.099362745,-0.069125715
LinJ25-480000-485000,25,482500,-0.041587837,-0.069240093
LinJ03-105000-110000,3,107500,0.03265802,-0.069250456
LinJ02-40000-45000,2,42500,-0.000602248,-0.069312227
LinJ05-225000-230000,5,227500,-0.051452642,-0.069325341
LinJ28-915000-920000,28,917500,0.003051352,-0.069382116
LinJ16-185000-190000,16,187500,-0.029122098,-0.069393715
LinJ10-390000-395000,10,392500,0.018020221,-0.069546025
LinJ06-410000-415000,6,412500,-0.019936882,-0.069692665
LinJ27-1020000-1025000,27,1022500,-0.05412049,-0.069810662
LinJ15-490000-495000,15,492500,-0.053744671,-0.069847136
LinJ01-250000-255000,1,252500,-0.091816403,-0.069852738
LinJ17-385000-390000,17,387500,-0.055223403,-0.069943691
LinJ15-505000-510000,15,507500,0.031034164,-0.06998015
LinJ19-165000-170000,19,167500,-0.042268955,-0.070026912
LinJ15-540000-545000,15,542500,-0.023696882,-0.07002984
LinJ29-70000-75000,29,72500,0.049453031,-0.070145225
LinJ01-45000-50000,1,47500,-0.034090805,-0.070162318
LinJ03-285000-290000,3,287500,-0.086883265,-0.070162319
LinJ34-1410000-1415000,34,1412500,0.031045896,-0.070177486
LinJ09-150000-155000,9,152500,-0.038185245,-0.070226771
LinJ01-25000-30000,1,27500,0.021854033,-0.070274354
LinJ21-150000-155000,21,152500,-0.016026169,-0.070274354
LinJ04-305000-310000,4,307500,0.010707919,-0.07049309
LinJ04-90000-95000,4,92500,-0.066501502,-0.070601838
LinJ21-385000-390000,21,387500,0,-0.070614092
LinJ14-125000-130000,14,127500,0.043086967,-0.070667193
LinJ36-980000-985000,36,982500,-0.028739687,-0.070710335
LinJ35-995000-1000000,35,997500,-0.01189698,-0.070799319
LinJ06-355000-360000,6,357500,0.03323327,-0.07079932
LinJ33-380000-385000,33,382500,-0.037054235,-0.07079932
LinJ31-585000-590000,31,587500,-0.124604328,-0.07079932
LinJ05-50000-55000,5,52500,-0.019923727,-0.070988917
LinJ06-330000-335000,6,332500,0.031325798,-0.071127321
LinJ28-95000-100000,28,97500,0.020564032,-0.071129916
LinJ33-665000-670000,33,667500,-0.030686354,-0.071274961
LinJ03-340000-345000,3,342500,-0.055733545,-0.07132817
LinJ07-135000-140000,7,137500,-0.048936471,-0.07138811
LinJ12-220000-225000,12,222500,-0.01369347,-0.071430885
LinJ04-220000-225000,4,222500,0,-0.07148361
LinJ09-325000-330000,9,327500,-0.020533438,-0.071644403
LinJ17-215000-220000,17,217500,-0.001362675,-0.071699908
LinJ06-425000-430000,6,427500,0.020748026,-0.071732073
LinJ05-80000-85000,5,82500,0,-0.071754822
LinJ27-1030000-1035000,27,1032500,-0.008317596,-0.071772889
LinJ36-1545000-1550000,36,1547500,-0.074910145,-0.071939154
LinJ34-380000-385000,34,382500,0.018376963,-0.07202503
LinJ03-140000-145000,3,142500,-0.044539404,-0.072070117
LinJ02-180000-185000,2,182500,-0.038272133,-0.072276825
LinJ28-700000-705000,28,702500,-0.009934115,-0.072343186
LinJ17-240000-245000,17,242500,-0.016476632,-0.072363937
LinJ30-1005000-1010000,30,1007500,0.027193741,-0.072494545
LinJ06-415000-420000,6,417500,-0.006660377,-0.072565242
LinJ34-705000-710000,34,707500,0.059409586,-0.072580027
LinJ19-315000-320000,19,317500,0.088283039,-0.072627515
LinJ22-210000-215000,22,212500,0.008580284,-0.072727426
LinJ36-2630000-2635000,36,2632500,-0.050009905,-0.072759423
LinJ31-415000-420000,31,417500,-0.107414838,-0.07276512
LinJ29-780000-785000,29,782500,-0.040500918,-0.072818237
LinJ09-480000-485000,9,482500,-0.004128524,-0.072871337
LinJ25-410000-415000,25,412500,0.002124508,-0.07287944
LinJ12-45000-50000,12,47500,-0.04913002,-0.072965712
LinJ17-225000-230000,17,227500,-0.059930476,-0.073188842
LinJ07-85000-90000,7,87500,-0.004181602,-0.073219257
LinJ04-225000-230000,4,227500,-0.023022242,-0.0733011
LinJ24-730000-735000,24,732500,-0.035018631,-0.073326778
LinJ28-1135000-1140000,28,1137500,-0.046585743,-0.073484251
LinJ15-510000-515000,15,512500,-0.054976423,-0.07354089
LinJ34-505000-510000,34,507500,-0.036374056,-0.073625249
LinJ28-1050000-1055000,28,1052500,0.012462197,-0.07378273
LinJ28-595000-600000,28,597500,0.06322159,-0.073818939
LinJ03-195000-200000,3,197500,-0.034856176,-0.073819659
LinJ16-385000-390000,16,387500,0.011293305,-0.073840063
LinJ34-110000-115000,34,112500,0.046439659,-0.073855571
LinJ07-170000-175000,7,172500,-0.088517767,-0.073943849
LinJ35-230000-235000,35,232500,-0.075475137,-0.073954958
LinJ19-305000-310000,19,307500,0.018477495,-0.073960313
LinJ17-500000-505000,17,502500,-0.024955838,-0.073980244
LinJ30-435000-440000,30,437500,-0.002858832,-0.074024755
LinJ02-305000-310000,2,307500,-0.153008134,-0.074058592
LinJ09-185000-190000,9,187500,-0.033970879,-0.074169263
LinJ07-330000-335000,7,332500,-0.048794259,-0.074175521
LinJ36-885000-890000,36,887500,0.117166649,-0.07421032
LinJ04-180000-185000,4,182500,-0.039377414,-0.074266186
LinJ33-515000-520000,33,517500,-0.077946629,-0.074297141
LinJ34-280000-285000,34,282500,0.008778932,-0.074392142
LinJ24-295000-300000,24,297500,-0.0556391,-0.074407327
LinJ11-210000-215000,11,212500,-0.031055237,-0.074414796
LinJ24-760000-765000,24,762500,-0.029315672,-0.074446055
LinJ30-135000-140000,30,137500,0.003260753,-0.074461003
LinJ34-185000-190000,34,187500,0.049147561,-0.074489774
LinJ21-345000-350000,21,347500,-0.015794382,-0.074550174
LinJ19-270000-275000,19,272500,0.039539178,-0.07465693
LinJ07-310000-315000,7,312500,-0.059682799,-0.074693969
LinJ34-300000-305000,34,302500,-0.085976795,-0.074833324
LinJ03-200000-205000,3,202500,-0.030871403,-0.074969271
LinJ17-350000-355000,17,352500,-0.500654094,-0.075034517
LinJ35-1555000-1560000,35,1557500,0.021399367,-0.07512961
LinJ17-450000-455000,17,452500,-0.003386861,-0.075202195
LinJ24-745000-750000,24,747500,-0.051864617,-0.07522594
LinJ30-1290000-1295000,30,1292500,0,-0.075377608
LinJ34-140000-145000,34,142500,-0.033186146,-0.07539483
LinJ09-345000-350000,9,347500,-0.039389835,-0.075496943
LinJ05-105000-110000,5,107500,0.073768558,-0.075508158
LinJ28-705000-710000,28,707500,0.054691874,-0.075511841
LinJ25-305000-310000,25,307500,-0.013129309,-0.075668603
LinJ22-480000-485000,22,482500,-0.075391511,-0.075701691
LinJ24-310000-315000,24,312500,0.011657275,-0.075993605
LinJ30-355000-360000,30,357500,-0.042537588,-0.076115555
LinJ06-395000-400000,6,397500,-0.045139204,-0.076225669
LinJ15-325000-330000,15,327500,-0.031609884,-0.076327748
LinJ25-640000-645000,25,642500,-0.009442252,-0.076375408
LinJ34-390000-395000,34,392500,-0.0138056,-0.076377721
LinJ34-1040000-1045000,34,1042500,0.062693432,-0.076385048
LinJ24-515000-520000,24,517500,-0.121053138,-0.076395833
LinJ30-1280000-1285000,30,1282500,0,-0.076438852
LinJ05-435000-440000,5,437500,-0.107693669,-0.07669672
LinJ29-90000-95000,29,92500,0.042702897,-0.076737403
LinJ12-20000-25000,12,22500,0.067751465,-0.076755841
LinJ28-1005000-1010000,28,1007500,-0.031429157,-0.076796886
LinJ19-680000-685000,19,682500,-0.015943935,-0.076851996
LinJ17-230000-235000,17,232500,-0.037833911,-0.076852382
LinJ21-175000-180000,21,177500,-0.034326836,-0.076933897
LinJ25-330000-335000,25,332500,-0.027914853,-0.077045687
LinJ14-310000-315000,14,312500,-0.001120132,-0.077110942
LinJ15-590000-595000,15,592500,-0.002017368,-0.077193123
LinJ21-155000-160000,21,157500,0.0057848,-0.077215622
LinJ22-715000-720000,22,717500,-0.029717702,-0.077224283
LinJ16-200000-205000,16,202500,-0.083930949,-0.077328585
LinJ07-475000-480000,7,477500,0.020716445,-0.077386161
LinJ34-305000-310000,34,307500,-2.521154322,-0.077405763
LinJ21-390000-395000,21,392500,0.052335421,-0.077441548
LinJ07-380000-385000,7,382500,0.001493198,-0.077515135
LinJ29-520000-525000,29,522500,-0.005519316,-0.077527244
LinJ20-500000-505000,20,502500,0.033053705,-0.077684726
LinJ24-405000-410000,24,407500,-0.034586056,-0.077698963
LinJ19-635000-640000,19,637500,-0.026011259,-0.077750995
LinJ12-285000-290000,12,287500,-2.340353666,-0.077871866
LinJ31-330000-335000,31,332500,-0.145138005,-0.077913203
LinJ21-180000-185000,21,182500,-0.038540624,-0.078056546
LinJ30-485000-490000,30,487500,-0.001531039,-0.078107939
LinJ04-205000-210000,4,207500,-6.45E-06,-0.078274049
LinJ25-430000-435000,25,432500,-0.082927471,-0.078413508
LinJ07-480000-485000,7,482500,-0.048143573,-0.078431501
LinJ28-1060000-1065000,28,1062500,0.061344009,-0.078442194
LinJ11-435000-440000,11,437500,-0.072373926,-0.078466712
LinJ16-400000-405000,16,402500,-0.050438553,-0.078594799
LinJ30-1310000-1315000,30,1312500,-0.025468475,-0.078613873
LinJ06-240000-245000,6,242500,0.036227161,-0.07862202
LinJ10-35000-40000,10,37500,0.008509506,-0.078666548
LinJ05-135000-140000,5,137500,-0.018074656,-0.078676637
LinJ16-275000-280000,16,277500,-0.04579312,-0.078781684
LinJ24-270000-275000,24,272500,-0.019537699,-0.078809814
LinJ21-310000-315000,21,312500,-0.032517628,-0.078849739
LinJ25-455000-460000,25,457500,0.071726434,-0.078903166
LinJ06-335000-340000,6,337500,-0.027584531,-0.078941435
LinJ06-295000-300000,6,297500,-0.003425423,-0.078960901
LinJ25-510000-515000,25,512500,0.006680264,-0.079022222
LinJ03-110000-115000,3,112500,-0.084810307,-0.07905819
LinJ11-355000-360000,11,357500,-0.068530321,-0.079085065
LinJ21-130000-135000,21,132500,-0.037430989,-0.079122339
LinJ04-125000-130000,4,127500,-0.172183023,-0.079190542
LinJ36-995000-1000000,36,997500,0.032051701,-0.079215324
LinJ27-180000-185000,27,182500,0.002488195,-0.079378836
LinJ27-915000-920000,27,917500,-0.011307643,-0.079405593
LinJ28-780000-785000,28,782500,0.002933455,-0.079414791
LinJ19-445000-450000,19,447500,-0.000506945,-0.079458944
LinJ29-160000-165000,29,162500,0.019463398,-0.079470391
LinJ22-250000-255000,22,252500,-0.017973744,-0.079505006
LinJ05-110000-115000,5,112500,-0.028888134,-0.07971734
LinJ16-95000-100000,16,97500,0.04181381,-0.0797744
LinJ35-555000-560000,35,557500,0.029021015,-0.07985675
LinJ04-250000-255000,4,252500,-0.070186629,-0.080011844
LinJ25-735000-740000,25,737500,-0.028122054,-0.08014987
LinJ22-505000-510000,22,507500,-0.039160399,-0.080491044
LinJ35-1395000-1400000,35,1397500,0.023946172,-0.080606328
LinJ04-230000-235000,4,232500,-0.039140951,-0.080637333
LinJ29-110000-115000,29,112500,-0.012696806,-0.080647525
LinJ25-490000-495000,25,492500,-0.114140238,-0.080670333
LinJ36-2480000-2485000,36,2482500,0,-0.080689235
LinJ22-580000-585000,22,582500,0.000134636,-0.08070579
LinJ01-170000-175000,1,172500,-0.106056042,-0.08070579
LinJ16-370000-375000,16,372500,0,-0.080748674
LinJ14-65000-70000,14,67500,-0.040373002,-0.080820465
LinJ20-610000-615000,20,612500,-0.0177299,-0.08085959
LinJ11-330000-335000,11,332500,-0.01744652,-0.081067565
LinJ10-500000-505000,10,502500,-0.006040659,-0.081417754
LinJ19-500000-505000,19,502500,-0.110559061,-0.081420742
LinJ07-175000-180000,7,177500,-0.087031763,-0.081658722
LinJ21-580000-585000,21,582500,-0.025651332,-0.081681427
LinJ16-45000-50000,16,47500,0.003019748,-0.082025479
LinJ14-635000-640000,14,637500,0.004209919,-0.082299424
LinJ09-290000-295000,9,292500,-0.047883671,-0.082381667
LinJ27-980000-985000,27,982500,-0.09824122,-0.082424842
LinJ27-1120000-1125000,27,1122500,-0.111723791,-0.082526299
LinJ24-370000-375000,24,372500,-0.02843463,-0.082551995
LinJ02-190000-195000,2,192500,-0.020174357,-0.082622582
LinJ01-230000-235000,1,232500,-0.100209188,-0.082626673
LinJ09-155000-160000,9,157500,0.02863692,-0.082658597
LinJ02-235000-240000,2,237500,-0.109124289,-0.082729806
LinJ04-245000-250000,4,247500,-0.03745874,-0.082750412
LinJ28-925000-930000,28,927500,-0.024543833,-0.082891383
LinJ35-740000-745000,35,742500,-0.046203489,-0.082961032
LinJ05-360000-365000,5,362500,-0.042585441,-0.08296536
LinJ14-525000-530000,14,527500,-0.06657178,-0.082984293
LinJ30-150000-155000,30,152500,-0.014196784,-0.083006206
LinJ30-1050000-1055000,30,1052500,-0.028728388,-0.083016958
LinJ22-585000-590000,22,587500,0.005526688,-0.083032589
LinJ16-230000-235000,16,232500,-0.01405105,-0.083128692
LinJ21-140000-145000,21,142500,-0.002385576,-0.083170558
LinJ19-560000-565000,19,562500,0.03731845,-0.083179767
LinJ07-525000-530000,7,527500,-0.044129809,-0.08324091
LinJ33-670000-675000,33,672500,-0.047922903,-0.083365073
LinJ06-340000-345000,6,342500,0.010150718,-0.083482363
LinJ21-545000-550000,21,547500,0.00083586,-0.083552131
LinJ35-910000-915000,35,912500,0.014154878,-0.083560544
LinJ34-1170000-1175000,34,1172500,-0.019755987,-0.083606722
LinJ21-95000-100000,21,97500,-0.121584739,-0.083632348
LinJ12-565000-570000,12,567500,-0.050435711,-0.083730714
LinJ05-125000-130000,5,127500,0.027926542,-0.083746237
LinJ36-930000-935000,36,932500,0.051718536,-0.083809839
LinJ27-1045000-1050000,27,1047500,-0.083946764,-0.083946082
LinJ25-755000-760000,25,757500,0.023816583,-0.084161536
LinJ06-180000-185000,6,182500,-0.023426303,-0.084207241
LinJ10-80000-85000,10,82500,-0.032969534,-0.084333665
LinJ04-350000-355000,4,352500,-0.0508471,-0.084337756
LinJ36-1190000-1195000,36,1192500,0.001527251,-0.084384016
LinJ05-275000-280000,5,277500,-0.044109428,-0.084415905
LinJ28-680000-685000,28,682500,-0.054776548,-0.084628382
LinJ22-420000-425000,22,422500,-0.00016868,-0.084681359
LinJ27-885000-890000,27,887500,0.02911429,-0.084796697
LinJ06-455000-460000,6,457500,-0.053198047,-0.084808824
LinJ04-265000-270000,4,267500,-0.046442442,-0.084829143
LinJ28-895000-900000,28,897500,-0.005249418,-0.084986363
LinJ09-505000-510000,9,507500,-0.093980755,-0.085035873
LinJ12-295000-300000,12,297500,-0.033514126,-0.085180232
LinJ02-155000-160000,2,157500,-0.027568026,-0.085194548
LinJ28-605000-610000,28,607500,0.007127201,-0.085216287
LinJ10-130000-135000,10,132500,-0.019354221,-0.085314474
LinJ06-235000-240000,6,237500,-0.118783999,-0.085451362
LinJ07-450000-455000,7,452500,0.020922431,-0.085490165
LinJ28-955000-960000,28,957500,-0.006249756,-0.085529848
LinJ10-360000-365000,10,362500,-0.052996933,-0.085694204
LinJ25-420000-425000,25,422500,-0.11799,-0.085734523
LinJ17-300000-305000,17,302500,-0.027505527,-0.085745594
LinJ25-335000-340000,25,337500,0.041800989,-0.085797234
LinJ04-40000-45000,4,42500,-0.019729083,-0.085872075
LinJ03-310000-315000,3,312500,-0.049076972,-0.085952141
LinJ27-620000-625000,27,622500,0.062366335,-0.086112937
LinJ09-355000-360000,9,357500,0.021152846,-0.086211152
LinJ10-95000-100000,10,97500,-0.052639193,-0.086268246
LinJ25-370000-375000,25,372500,-0.051492577,-0.086277962
LinJ12-5000-10000,12,7500,0.014353533,-0.086312995
LinJ02-130000-135000,2,132500,-0.01006389,-0.086410644
LinJ17-490000-495000,17,492500,-0.081532685,-0.086619032
LinJ17-510000-515000,17,512500,0.015493177,-0.086630712
LinJ35-190000-195000,35,192500,-0.063379264,-0.086769855
LinJ06-310000-315000,6,312500,-0.107947798,-0.086930444
LinJ01-265000-270000,1,267500,-0.913275189,-0.08714531
LinJ05-65000-70000,5,67500,-0.042396526,-0.087248738
LinJ28-1000000-1005000,28,1002500,-0.066207757,-0.087361356
LinJ24-150000-155000,24,152500,0,-0.087373606
LinJ29-775000-780000,29,777500,0.031992347,-0.087497111
LinJ07-160000-165000,7,162500,-0.047485135,-0.087591804
LinJ28-640000-645000,28,642500,0.03146066,-0.087650583
LinJ35-200000-205000,35,202500,-0.016641785,-0.087754896
LinJ04-285000-290000,4,287500,0.013975669,-0.087792953
LinJ27-1005000-1010000,27,1007500,0.002524904,-0.087836092
LinJ27-680000-685000,27,682500,-0.016428619,-0.087875857
LinJ17-270000-275000,17,272500,-0.019441939,-0.088003413
LinJ02-135000-140000,2,137500,0,-0.088134459
LinJ29-185000-190000,29,187500,-0.021041669,-0.088280898
LinJ05-270000-275000,5,272500,-0.018219471,-0.088355545
LinJ25-440000-445000,25,442500,-0.02079511,-0.088497062
LinJ33-405000-410000,33,407500,-0.047204693,-0.088556842
LinJ10-365000-370000,10,367500,-0.012508473,-0.088619408
LinJ36-1145000-1150000,36,1147500,-0.194152235,-0.088637441
LinJ06-430000-435000,6,432500,-0.002498034,-0.088681269
LinJ03-245000-250000,3,247500,-0.156989756,-0.088716836
LinJ04-80000-85000,4,82500,-0.138603428,-0.088784378
LinJ25-505000-510000,25,507500,-0.047808459,-0.088809707
LinJ10-395000-400000,10,397500,-0.058794457,-0.088899433
LinJ09-180000-185000,9,182500,-0.029891515,-0.08892662
LinJ06-15000-20000,6,17500,0.047125041,-0.088956893
LinJ27-1035000-1040000,27,1037500,-0.035653994,-0.088983843
LinJ17-380000-385000,17,382500,0.005329172,-0.089131928
LinJ30-595000-600000,30,597500,-0.104206459,-0.089248984
LinJ36-1225000-1230000,36,1227500,-0.037819487,-0.089262102
LinJ14-400000-405000,14,402500,-0.020452699,-0.089349262
LinJ34-275000-280000,34,277500,-0.108784685,-0.089368362
LinJ22-550000-555000,22,552500,-0.013386955,-0.089454361
