GeneID	Chr	start	end	Strand
LinJ32-890000-895000	LinJ32	890000	895000	+
LinJ32-895000-900000	LinJ32	895000	900000	+
LinJ32-900000-905000	LinJ32	900000	905000	+
LinJ32-905000-910000	LinJ32	905000	910000	+
LinJ32-910000-915000	LinJ32	910000	915000	+
LinJ32-915000-920000	LinJ32	915000	920000	+
LinJ32-920000-925000	LinJ32	920000	925000	+
LinJ32-925000-930000	LinJ32	925000	930000	+
LinJ32-930000-935000	LinJ32	930000	935000	+
LinJ32-935000-940000	LinJ32	935000	940000	+
LinJ32-940000-945000	LinJ32	940000	945000	+
LinJ32-945000-950000	LinJ32	945000	950000	+
LinJ32-950000-955000	LinJ32	950000	955000	+
LinJ32-955000-960000	LinJ32	955000	960000	+
LinJ32-960000-965000	LinJ32	960000	965000	+
LinJ32-965000-970000	LinJ32	965000	970000	+
LinJ32-970000-975000	LinJ32	970000	975000	+
LinJ32-975000-980000	LinJ32	975000	980000	+
LinJ32-980000-985000	LinJ32	980000	985000	+
LinJ32-985000-990000	LinJ32	985000	990000	+
LinJ32-990000-995000	LinJ32	990000	995000	+
LinJ32-995000-1000000	LinJ32	995000	1000000	+
LinJ32-1000000-1005000	LinJ32	1000000	1005000	+
LinJ32-1005000-1010000	LinJ32	1005000	1010000	+
LinJ32-1010000-1015000	LinJ32	1010000	1015000	+
LinJ32-1015000-1020000	LinJ32	1015000	1020000	+
LinJ32-1020000-1025000	LinJ32	1020000	1025000	+
LinJ32-1025000-1030000	LinJ32	1025000	1030000	+
LinJ32-1030000-1035000	LinJ32	1030000	1035000	+
LinJ32-1035000-1040000	LinJ32	1035000	1040000	+
LinJ32-1040000-1045000	LinJ32	1040000	1045000	+
LinJ32-1045000-1050000	LinJ32	1045000	1050000	+
LinJ32-1050000-1055000	LinJ32	1050000	1055000	+
LinJ32-1055000-1060000	LinJ32	1055000	1060000	+
LinJ32-1060000-1065000	LinJ32	1060000	1065000	+
LinJ32-1065000-1070000	LinJ32	1065000	1070000	+
LinJ32-1070000-1075000	LinJ32	1070000	1075000	+
LinJ32-1075000-1080000	LinJ32	1075000	1080000	+
LinJ32-1080000-1085000	LinJ32	1080000	1085000	+
LinJ32-1085000-1090000	LinJ32	1085000	1090000	+
LinJ32-1090000-1095000	LinJ32	1090000	1095000	+
LinJ32-1095000-1100000	LinJ32	1095000	1100000	+
LinJ32-1100000-1105000	LinJ32	1100000	1105000	+
LinJ32-1105000-1110000	LinJ32	1105000	1110000	+
LinJ32-1110000-1115000	LinJ32	1110000	1115000	+
LinJ32-1115000-1120000	LinJ32	1115000	1120000	+
LinJ32-1120000-1125000	LinJ32	1120000	1125000	+
LinJ32-1125000-1130000	LinJ32	1125000	1130000	+
LinJ32-1130000-1135000	LinJ32	1130000	1135000	+
LinJ32-1135000-1140000	LinJ32	1135000	1140000	+
LinJ32-1140000-1145000	LinJ32	1140000	1145000	+
LinJ32-1145000-1150000	LinJ32	1145000	1150000	+
LinJ32-1150000-1155000	LinJ32	1150000	1155000	+
LinJ32-1155000-1160000	LinJ32	1155000	1160000	+
LinJ32-1160000-1165000	LinJ32	1160000	1165000	+
LinJ32-1165000-1170000	LinJ32	1165000	1170000	+
LinJ32-1170000-1175000	LinJ32	1170000	1175000	+
LinJ32-1175000-1180000	LinJ32	1175000	1180000	+
LinJ32-1180000-1185000	LinJ32	1180000	1185000	+
LinJ32-1185000-1190000	LinJ32	1185000	1190000	+
LinJ32-1190000-1195000	LinJ32	1190000	1195000	+
LinJ32-1195000-1200000	LinJ32	1195000	1200000	+
LinJ32-1200000-1205000	LinJ32	1200000	1205000	+
LinJ32-1205000-1210000	LinJ32	1205000	1210000	+
LinJ32-1210000-1215000	LinJ32	1210000	1215000	+
LinJ32-1215000-1220000	LinJ32	1215000	1220000	+
LinJ32-1220000-1225000	LinJ32	1220000	1225000	+
LinJ32-1225000-1230000	LinJ32	1225000	1230000	+
LinJ32-1230000-1235000	LinJ32	1230000	1235000	+
LinJ32-1235000-1240000	LinJ32	1235000	1240000	+
LinJ32-1240000-1245000	LinJ32	1240000	1245000	+
LinJ32-1245000-1250000	LinJ32	1245000	1250000	+
LinJ32-1250000-1255000	LinJ32	1250000	1255000	+
LinJ32-1255000-1260000	LinJ32	1255000	1260000	+
LinJ32-1260000-1265000	LinJ32	1260000	1265000	+
LinJ32-1265000-1270000	LinJ32	1265000	1270000	+
LinJ32-1270000-1275000	LinJ32	1270000	1275000	+
LinJ32-1275000-1280000	LinJ32	1275000	1280000	+
LinJ32-1280000-1285000	LinJ32	1280000	1285000	+
LinJ32-1285000-1290000	LinJ32	1285000	1290000	+
LinJ32-1290000-1295000	LinJ32	1290000	1295000	+
LinJ32-1295000-1300000	LinJ32	1295000	1300000	+
LinJ32-1300000-1305000	LinJ32	1300000	1305000	+
LinJ32-1305000-1310000	LinJ32	1305000	1310000	+
LinJ32-1310000-1315000	LinJ32	1310000	1315000	+
LinJ32-1315000-1320000	LinJ32	1315000	1320000	+
LinJ32-1320000-1325000	LinJ32	1320000	1325000	+
LinJ32-1325000-1330000	LinJ32	1325000	1330000	+
LinJ32-1330000-1335000	LinJ32	1330000	1335000	+
LinJ32-1335000-1340000	LinJ32	1335000	1340000	+
LinJ32-1340000-1345000	LinJ32	1340000	1345000	+
LinJ32-1345000-1350000	LinJ32	1345000	1350000	+
LinJ32-1350000-1355000	LinJ32	1350000	1355000	+
LinJ32-1355000-1360000	LinJ32	1355000	1360000	+
LinJ32-1360000-1365000	LinJ32	1360000	1365000	+
LinJ32-1365000-1370000	LinJ32	1365000	1370000	+
LinJ32-1370000-1375000	LinJ32	1370000	1375000	+
LinJ32-1375000-1380000	LinJ32	1375000	1380000	+
LinJ32-1380000-1385000	LinJ32	1380000	1385000	+
LinJ32-1385000-1390000	LinJ32	1385000	1390000	+
LinJ32-1390000-1395000	LinJ32	1390000	1395000	+
LinJ32-1395000-1400000	LinJ32	1395000	1400000	+
LinJ32-1400000-1405000	LinJ32	1400000	1405000	+
LinJ32-1405000-1410000	LinJ32	1405000	1410000	+
LinJ32-1410000-1415000	LinJ32	1410000	1415000	+
LinJ32-1415000-1420000	LinJ32	1415000	1420000	+
LinJ32-1420000-1425000	LinJ32	1420000	1425000	+
LinJ32-1425000-1430000	LinJ32	1425000	1430000	+
LinJ32-1430000-1435000	LinJ32	1430000	1435000	+
LinJ32-1435000-1440000	LinJ32	1435000	1440000	+
LinJ32-1440000-1445000	LinJ32	1440000	1445000	+
LinJ32-1445000-1450000	LinJ32	1445000	1450000	+
LinJ32-1450000-1455000	LinJ32	1450000	1455000	+
LinJ32-1455000-1460000	LinJ32	1455000	1460000	+
LinJ32-1460000-1465000	LinJ32	1460000	1465000	+
LinJ32-1465000-1470000	LinJ32	1465000	1470000	+
LinJ32-1470000-1475000	LinJ32	1470000	1475000	+
LinJ32-1475000-1480000	LinJ32	1475000	1480000	+
LinJ32-1480000-1485000	LinJ32	1480000	1485000	+
LinJ32-1485000-1490000	LinJ32	1485000	1490000	+
LinJ32-1490000-1495000	LinJ32	1490000	1495000	+
LinJ32-1495000-1500000	LinJ32	1495000	1500000	+
LinJ32-1500000-1505000	LinJ32	1500000	1505000	+
LinJ32-1505000-1510000	LinJ32	1505000	1510000	+
LinJ32-1510000-1515000	LinJ32	1510000	1515000	+
LinJ32-1515000-1520000	LinJ32	1515000	1520000	+
LinJ32-1520000-1525000	LinJ32	1520000	1525000	+
LinJ32-1525000-1530000	LinJ32	1525000	1530000	+
LinJ32-1530000-1535000	LinJ32	1530000	1535000	+
LinJ32-1535000-1540000	LinJ32	1535000	1540000	+
LinJ32-1540000-1544760	LinJ32	1540000	1544760	+
LinJ33-0-5000	LinJ33	0	5000	+
LinJ33-5000-10000	LinJ33	5000	10000	+
LinJ33-10000-15000	LinJ33	10000	15000	+
LinJ33-15000-20000	LinJ33	15000	20000	+
LinJ33-20000-25000	LinJ33	20000	25000	+
LinJ33-25000-30000	LinJ33	25000	30000	+
LinJ33-30000-35000	LinJ33	30000	35000	+
LinJ33-35000-40000	LinJ33	35000	40000	+
LinJ33-40000-45000	LinJ33	40000	45000	+
LinJ33-45000-50000	LinJ33	45000	50000	+
LinJ33-50000-55000	LinJ33	50000	55000	+
LinJ33-55000-60000	LinJ33	55000	60000	+
LinJ33-60000-65000	LinJ33	60000	65000	+
LinJ33-65000-70000	LinJ33	65000	70000	+
LinJ33-70000-75000	LinJ33	70000	75000	+
LinJ33-75000-80000	LinJ33	75000	80000	+
LinJ33-80000-85000	LinJ33	80000	85000	+
LinJ33-85000-90000	LinJ33	85000	90000	+
LinJ33-90000-95000	LinJ33	90000	95000	+
LinJ33-95000-100000	LinJ33	95000	100000	+
LinJ33-100000-105000	LinJ33	100000	105000	+
LinJ33-105000-110000	LinJ33	105000	110000	+
LinJ33-110000-115000	LinJ33	110000	115000	+
LinJ33-115000-120000	LinJ33	115000	120000	+
LinJ33-120000-125000	LinJ33	120000	125000	+
LinJ33-125000-130000	LinJ33	125000	130000	+
LinJ33-130000-135000	LinJ33	130000	135000	+
LinJ33-135000-140000	LinJ33	135000	140000	+
LinJ33-140000-145000	LinJ33	140000	145000	+
LinJ33-145000-150000	LinJ33	145000	150000	+
LinJ33-150000-155000	LinJ33	150000	155000	+
LinJ33-155000-160000	LinJ33	155000	160000	+
LinJ33-160000-165000	LinJ33	160000	165000	+
LinJ33-165000-170000	LinJ33	165000	170000	+
LinJ33-170000-175000	LinJ33	170000	175000	+
LinJ33-175000-180000	LinJ33	175000	180000	+
LinJ33-180000-185000	LinJ33	180000	185000	+
LinJ33-185000-190000	LinJ33	185000	190000	+
LinJ33-190000-195000	LinJ33	190000	195000	+
LinJ33-195000-200000	LinJ33	195000	200000	+
LinJ33-200000-205000	LinJ33	200000	205000	+
LinJ33-205000-210000	LinJ33	205000	210000	+
LinJ33-210000-215000	LinJ33	210000	215000	+
LinJ33-215000-220000	LinJ33	215000	220000	+
LinJ33-220000-225000	LinJ33	220000	225000	+
LinJ33-225000-230000	LinJ33	225000	230000	+
LinJ33-230000-235000	LinJ33	230000	235000	+
LinJ33-235000-240000	LinJ33	235000	240000	+
LinJ33-240000-245000	LinJ33	240000	245000	+
LinJ33-245000-250000	LinJ33	245000	250000	+
LinJ33-250000-255000	LinJ33	250000	255000	+
LinJ33-255000-260000	LinJ33	255000	260000	+
LinJ33-260000-265000	LinJ33	260000	265000	+
LinJ33-265000-270000	LinJ33	265000	270000	+
LinJ33-270000-275000	LinJ33	270000	275000	+
LinJ33-275000-280000	LinJ33	275000	280000	+
LinJ33-280000-285000	LinJ33	280000	285000	+
LinJ33-285000-290000	LinJ33	285000	290000	+
LinJ33-290000-295000	LinJ33	290000	295000	+
LinJ33-295000-300000	LinJ33	295000	300000	+
LinJ33-300000-305000	LinJ33	300000	305000	+
LinJ33-305000-310000	LinJ33	305000	310000	+
LinJ33-310000-315000	LinJ33	310000	315000	+
LinJ33-315000-320000	LinJ33	315000	320000	+
LinJ33-320000-325000	LinJ33	320000	325000	+
LinJ33-325000-330000	LinJ33	325000	330000	+
LinJ33-330000-335000	LinJ33	330000	335000	+
LinJ33-335000-340000	LinJ33	335000	340000	+
LinJ33-340000-345000	LinJ33	340000	345000	+
LinJ33-345000-350000	LinJ33	345000	350000	+
LinJ33-350000-355000	LinJ33	350000	355000	+
LinJ33-355000-360000	LinJ33	355000	360000	+
LinJ33-360000-365000	LinJ33	360000	365000	+
LinJ33-365000-370000	LinJ33	365000	370000	+
LinJ33-370000-375000	LinJ33	370000	375000	+
LinJ33-375000-380000	LinJ33	375000	380000	+
LinJ33-380000-385000	LinJ33	380000	385000	+
LinJ33-385000-390000	LinJ33	385000	390000	+
LinJ33-390000-395000	LinJ33	390000	395000	+
LinJ33-395000-400000	LinJ33	395000	400000	+
LinJ33-400000-405000	LinJ33	400000	405000	+
LinJ33-405000-410000	LinJ33	405000	410000	+
LinJ33-410000-415000	LinJ33	410000	415000	+
LinJ33-415000-420000	LinJ33	415000	420000	+
LinJ33-420000-425000	LinJ33	420000	425000	+
LinJ33-425000-430000	LinJ33	425000	430000	+
LinJ33-430000-435000	LinJ33	430000	435000	+
LinJ33-435000-440000	LinJ33	435000	440000	+
LinJ33-440000-445000	LinJ33	440000	445000	+
LinJ33-445000-450000	LinJ33	445000	450000	+
LinJ33-450000-455000	LinJ33	450000	455000	+
LinJ33-455000-460000	LinJ33	455000	460000	+
LinJ33-460000-465000	LinJ33	460000	465000	+
LinJ33-465000-470000	LinJ33	465000	470000	+
LinJ33-470000-475000	LinJ33	470000	475000	+
LinJ33-475000-480000	LinJ33	475000	480000	+
LinJ33-480000-485000	LinJ33	480000	485000	+
LinJ33-485000-490000	LinJ33	485000	490000	+
LinJ33-490000-495000	LinJ33	490000	495000	+
LinJ33-495000-500000	LinJ33	495000	500000	+
LinJ33-500000-505000	LinJ33	500000	505000	+
LinJ33-505000-510000	LinJ33	505000	510000	+
LinJ33-510000-515000	LinJ33	510000	515000	+
LinJ33-515000-520000	LinJ33	515000	520000	+
LinJ33-520000-525000	LinJ33	520000	525000	+
LinJ33-525000-530000	LinJ33	525000	530000	+
LinJ33-530000-535000	LinJ33	530000	535000	+
LinJ33-535000-540000	LinJ33	535000	540000	+
LinJ33-540000-545000	LinJ33	540000	545000	+
LinJ33-545000-550000	LinJ33	545000	550000	+
LinJ33-550000-555000	LinJ33	550000	555000	+
LinJ33-555000-560000	LinJ33	555000	560000	+
LinJ33-560000-565000	LinJ33	560000	565000	+
LinJ33-565000-570000	LinJ33	565000	570000	+
LinJ33-570000-575000	LinJ33	570000	575000	+
LinJ33-575000-580000	LinJ33	575000	580000	+
LinJ33-580000-585000	LinJ33	580000	585000	+
LinJ33-585000-590000	LinJ33	585000	590000	+
LinJ33-590000-595000	LinJ33	590000	595000	+
LinJ33-595000-600000	LinJ33	595000	600000	+
LinJ33-600000-605000	LinJ33	600000	605000	+
LinJ33-605000-610000	LinJ33	605000	610000	+
LinJ33-610000-615000	LinJ33	610000	615000	+
LinJ33-615000-620000	LinJ33	615000	620000	+
LinJ33-620000-625000	LinJ33	620000	625000	+
LinJ33-625000-630000	LinJ33	625000	630000	+
LinJ33-630000-635000	LinJ33	630000	635000	+
LinJ33-635000-640000	LinJ33	635000	640000	+
LinJ33-640000-645000	LinJ33	640000	645000	+
LinJ33-645000-650000	LinJ33	645000	650000	+
LinJ33-650000-655000	LinJ33	650000	655000	+
LinJ33-655000-660000	LinJ33	655000	660000	+
LinJ33-660000-665000	LinJ33	660000	665000	+
LinJ33-665000-670000	LinJ33	665000	670000	+
LinJ33-670000-675000	LinJ33	670000	675000	+
LinJ33-675000-680000	LinJ33	675000	680000	+
LinJ33-680000-685000	LinJ33	680000	685000	+
LinJ33-685000-690000	LinJ33	685000	690000	+
LinJ33-690000-695000	LinJ33	690000	695000	+
LinJ33-695000-700000	LinJ33	695000	700000	+
LinJ33-700000-705000	LinJ33	700000	705000	+
LinJ33-705000-710000	LinJ33	705000	710000	+
LinJ33-710000-715000	LinJ33	710000	715000	+
LinJ33-715000-720000	LinJ33	715000	720000	+
LinJ33-720000-725000	LinJ33	720000	725000	+
LinJ33-725000-730000	LinJ33	725000	730000	+
LinJ33-730000-735000	LinJ33	730000	735000	+
LinJ33-735000-740000	LinJ33	735000	740000	+
LinJ33-740000-745000	LinJ33	740000	745000	+
LinJ33-745000-750000	LinJ33	745000	750000	+
LinJ33-750000-755000	LinJ33	750000	755000	+
LinJ33-755000-760000	LinJ33	755000	760000	+
LinJ33-760000-765000	LinJ33	760000	765000	+
LinJ33-765000-770000	LinJ33	765000	770000	+
LinJ33-770000-775000	LinJ33	770000	775000	+
LinJ33-775000-780000	LinJ33	775000	780000	+
LinJ33-780000-785000	LinJ33	780000	785000	+
LinJ33-785000-790000	LinJ33	785000	790000	+
LinJ33-790000-795000	LinJ33	790000	795000	+
LinJ33-795000-800000	LinJ33	795000	800000	+
LinJ33-800000-805000	LinJ33	800000	805000	+
LinJ33-805000-810000	LinJ33	805000	810000	+
LinJ33-810000-815000	LinJ33	810000	815000	+
LinJ33-815000-820000	LinJ33	815000	820000	+
LinJ33-820000-825000	LinJ33	820000	825000	+
LinJ33-825000-830000	LinJ33	825000	830000	+
LinJ33-830000-835000	LinJ33	830000	835000	+
LinJ33-835000-840000	LinJ33	835000	840000	+
LinJ33-840000-845000	LinJ33	840000	845000	+
LinJ33-845000-850000	LinJ33	845000	850000	+
LinJ33-850000-855000	LinJ33	850000	855000	+
LinJ33-855000-860000	LinJ33	855000	860000	+
LinJ33-860000-865000	LinJ33	860000	865000	+
LinJ33-865000-870000	LinJ33	865000	870000	+
LinJ33-870000-875000	LinJ33	870000	875000	+
LinJ33-875000-880000	LinJ33	875000	880000	+
LinJ33-880000-885000	LinJ33	880000	885000	+
LinJ33-885000-890000	LinJ33	885000	890000	+
LinJ33-890000-895000	LinJ33	890000	895000	+
LinJ33-895000-900000	LinJ33	895000	900000	+
LinJ33-900000-905000	LinJ33	900000	905000	+
LinJ33-905000-910000	LinJ33	905000	910000	+
LinJ33-910000-915000	LinJ33	910000	915000	+
LinJ33-915000-920000	LinJ33	915000	920000	+
LinJ33-920000-925000	LinJ33	920000	925000	+
LinJ33-925000-930000	LinJ33	925000	930000	+
LinJ33-930000-935000	LinJ33	930000	935000	+
LinJ33-935000-940000	LinJ33	935000	940000	+
LinJ33-940000-945000	LinJ33	940000	945000	+
LinJ33-945000-950000	LinJ33	945000	950000	+
LinJ33-950000-955000	LinJ33	950000	955000	+
LinJ33-955000-960000	LinJ33	955000	960000	+
LinJ33-960000-965000	LinJ33	960000	965000	+
LinJ33-965000-970000	LinJ33	965000	970000	+
LinJ33-970000-975000	LinJ33	970000	975000	+
LinJ33-975000-980000	LinJ33	975000	980000	+
LinJ33-980000-985000	LinJ33	980000	985000	+
LinJ33-985000-990000	LinJ33	985000	990000	+
LinJ33-990000-995000	LinJ33	990000	995000	+
LinJ33-995000-1000000	LinJ33	995000	1000000	+
LinJ33-1000000-1005000	LinJ33	1000000	1005000	+
LinJ33-1005000-1010000	LinJ33	1005000	1010000	+
LinJ33-1010000-1015000	LinJ33	1010000	1015000	+
LinJ33-1015000-1020000	LinJ33	1015000	1020000	+
LinJ33-1020000-1025000	LinJ33	1020000	1025000	+
LinJ33-1025000-1030000	LinJ33	1025000	1030000	+
LinJ33-1030000-1035000	LinJ33	1030000	1035000	+
LinJ33-1035000-1040000	LinJ33	1035000	1040000	+
LinJ33-1040000-1045000	LinJ33	1040000	1045000	+
LinJ33-1045000-1050000	LinJ33	1045000	1050000	+
LinJ33-1050000-1055000	LinJ33	1050000	1055000	+
LinJ33-1055000-1060000	LinJ33	1055000	1060000	+
LinJ33-1060000-1065000	LinJ33	1060000	1065000	+
LinJ33-1065000-1070000	LinJ33	1065000	1070000	+
LinJ33-1070000-1075000	LinJ33	1070000	1075000	+
LinJ33-1075000-1080000	LinJ33	1075000	1080000	+
LinJ33-1080000-1085000	LinJ33	1080000	1085000	+
LinJ33-1085000-1090000	LinJ33	1085000	1090000	+
LinJ33-1090000-1095000	LinJ33	1090000	1095000	+
LinJ33-1095000-1100000	LinJ33	1095000	1100000	+
LinJ33-1100000-1105000	LinJ33	1100000	1105000	+
LinJ33-1105000-1110000	LinJ33	1105000	1110000	+
LinJ33-1110000-1115000	LinJ33	1110000	1115000	+
LinJ33-1115000-1120000	LinJ33	1115000	1120000	+
LinJ33-1120000-1125000	LinJ33	1120000	1125000	+
LinJ33-1125000-1130000	LinJ33	1125000	1130000	+
LinJ33-1130000-1135000	LinJ33	1130000	1135000	+
LinJ33-1135000-1140000	LinJ33	1135000	1140000	+
LinJ33-1140000-1145000	LinJ33	1140000	1145000	+
LinJ33-1145000-1150000	LinJ33	1145000	1150000	+
LinJ33-1150000-1155000	LinJ33	1150000	1155000	+
LinJ33-1155000-1160000	LinJ33	1155000	1160000	+
LinJ33-1160000-1165000	LinJ33	1160000	1165000	+
LinJ33-1165000-1170000	LinJ33	1165000	1170000	+
LinJ33-1170000-1175000	LinJ33	1170000	1175000	+
LinJ33-1175000-1180000	LinJ33	1175000	1180000	+
LinJ33-1180000-1185000	LinJ33	1180000	1185000	+
LinJ33-1185000-1190000	LinJ33	1185000	1190000	+
LinJ33-1190000-1195000	LinJ33	1190000	1195000	+
LinJ33-1195000-1200000	LinJ33	1195000	1200000	+
LinJ33-1200000-1205000	LinJ33	1200000	1205000	+
LinJ33-1205000-1210000	LinJ33	1205000	1210000	+
LinJ33-1210000-1215000	LinJ33	1210000	1215000	+
LinJ33-1215000-1220000	LinJ33	1215000	1220000	+
LinJ33-1220000-1225000	LinJ33	1220000	1225000	+
LinJ33-1225000-1230000	LinJ33	1225000	1230000	+
LinJ33-1230000-1235000	LinJ33	1230000	1235000	+
LinJ33-1235000-1240000	LinJ33	1235000	1240000	+
LinJ33-1240000-1245000	LinJ33	1240000	1245000	+
LinJ33-1245000-1250000	LinJ33	1245000	1250000	+
LinJ33-1250000-1255000	LinJ33	1250000	1255000	+
LinJ33-1255000-1260000	LinJ33	1255000	1260000	+
LinJ33-1260000-1265000	LinJ33	1260000	1265000	+
LinJ33-1265000-1270000	LinJ33	1265000	1270000	+
LinJ33-1270000-1275000	LinJ33	1270000	1275000	+
LinJ33-1275000-1280000	LinJ33	1275000	1280000	+
LinJ33-1280000-1285000	LinJ33	1280000	1285000	+
LinJ33-1285000-1290000	LinJ33	1285000	1290000	+
LinJ33-1290000-1295000	LinJ33	1290000	1295000	+
LinJ33-1295000-1300000	LinJ33	1295000	1300000	+
LinJ33-1300000-1305000	LinJ33	1300000	1305000	+
LinJ33-1305000-1310000	LinJ33	1305000	1310000	+
LinJ33-1310000-1315000	LinJ33	1310000	1315000	+
LinJ33-1315000-1320000	LinJ33	1315000	1320000	+
LinJ33-1320000-1325000	LinJ33	1320000	1325000	+
LinJ33-1325000-1330000	LinJ33	1325000	1330000	+
LinJ33-1330000-1335000	LinJ33	1330000	1335000	+
LinJ33-1335000-1340000	LinJ33	1335000	1340000	+
LinJ33-1340000-1345000	LinJ33	1340000	1345000	+
LinJ33-1345000-1350000	LinJ33	1345000	1350000	+
LinJ33-1350000-1355000	LinJ33	1350000	1355000	+
LinJ33-1355000-1360000	LinJ33	1355000	1360000	+
LinJ33-1360000-1365000	LinJ33	1360000	1365000	+
LinJ33-1365000-1370000	LinJ33	1365000	1370000	+
LinJ33-1370000-1375000	LinJ33	1370000	1375000	+
LinJ33-1375000-1380000	LinJ33	1375000	1380000	+
LinJ33-1380000-1385000	LinJ33	1380000	1385000	+
LinJ33-1385000-1390000	LinJ33	1385000	1390000	+
LinJ33-1390000-1395000	LinJ33	1390000	1395000	+
LinJ33-1395000-1400000	LinJ33	1395000	1400000	+
LinJ33-1400000-1405000	LinJ33	1400000	1405000	+
LinJ33-1405000-1410000	LinJ33	1405000	1410000	+
LinJ33-1410000-1415000	LinJ33	1410000	1415000	+
LinJ33-1415000-1420000	LinJ33	1415000	1420000	+
LinJ33-1420000-1425000	LinJ33	1420000	1425000	+
LinJ33-1425000-1430000	LinJ33	1425000	1430000	+
LinJ33-1430000-1435000	LinJ33	1430000	1435000	+
LinJ33-1435000-1440000	LinJ33	1435000	1440000	+
LinJ33-1440000-1445000	LinJ33	1440000	1445000	+
LinJ33-1445000-1450000	LinJ33	1445000	1450000	+
LinJ33-1450000-1455000	LinJ33	1450000	1455000	+
LinJ33-1455000-1460000	LinJ33	1455000	1460000	+
LinJ33-1460000-1465000	LinJ33	1460000	1465000	+
LinJ33-1465000-1470000	LinJ33	1465000	1470000	+
LinJ33-1470000-1475000	LinJ33	1470000	1475000	+
LinJ33-1475000-1480000	LinJ33	1475000	1480000	+
LinJ33-1480000-1485000	LinJ33	1480000	1485000	+
LinJ33-1485000-1490000	LinJ33	1485000	1490000	+
LinJ33-1490000-1495000	LinJ33	1490000	1495000	+
LinJ33-1495000-1500000	LinJ33	1495000	1500000	+
LinJ33-1500000-1505000	LinJ33	1500000	1505000	+
LinJ33-1505000-1510000	LinJ33	1505000	1510000	+
LinJ33-1510000-1515000	LinJ33	1510000	1515000	+
LinJ33-1515000-1520000	LinJ33	1515000	1520000	+
LinJ33-1520000-1525000	LinJ33	1520000	1525000	+
LinJ33-1525000-1530000	LinJ33	1525000	1530000	+
LinJ33-1530000-1532318	LinJ33	1530000	1532318	+
LinJ34-0-5000	LinJ34	0	5000	+
LinJ34-5000-10000	LinJ34	5000	10000	+
LinJ34-10000-15000	LinJ34	10000	15000	+
LinJ34-15000-20000	LinJ34	15000	20000	+
LinJ34-20000-25000	LinJ34	20000	25000	+
LinJ34-25000-30000	LinJ34	25000	30000	+
LinJ34-30000-35000	LinJ34	30000	35000	+
LinJ34-35000-40000	LinJ34	35000	40000	+
LinJ34-40000-45000	LinJ34	40000	45000	+
LinJ34-45000-50000	LinJ34	45000	50000	+
LinJ34-50000-55000	LinJ34	50000	55000	+
LinJ34-55000-60000	LinJ34	55000	60000	+
LinJ34-60000-65000	LinJ34	60000	65000	+
LinJ34-65000-70000	LinJ34	65000	70000	+
LinJ34-70000-75000	LinJ34	70000	75000	+
LinJ34-75000-80000	LinJ34	75000	80000	+
LinJ34-80000-85000	LinJ34	80000	85000	+
LinJ34-85000-90000	LinJ34	85000	90000	+
LinJ34-90000-95000	LinJ34	90000	95000	+
LinJ34-95000-100000	LinJ34	95000	100000	+
LinJ34-100000-105000	LinJ34	100000	105000	+
LinJ34-105000-110000	LinJ34	105000	110000	+
LinJ34-110000-115000	LinJ34	110000	115000	+
LinJ34-115000-120000	LinJ34	115000	120000	+
LinJ34-120000-125000	LinJ34	120000	125000	+
LinJ34-125000-130000	LinJ34	125000	130000	+
LinJ34-130000-135000	LinJ34	130000	135000	+
LinJ34-135000-140000	LinJ34	135000	140000	+
LinJ34-140000-145000	LinJ34	140000	145000	+
LinJ34-145000-150000	LinJ34	145000	150000	+
LinJ34-150000-155000	LinJ34	150000	155000	+
LinJ34-155000-160000	LinJ34	155000	160000	+
LinJ34-160000-165000	LinJ34	160000	165000	+
LinJ34-165000-170000	LinJ34	165000	170000	+
LinJ34-170000-175000	LinJ34	170000	175000	+
LinJ34-175000-180000	LinJ34	175000	180000	+
LinJ34-180000-185000	LinJ34	180000	185000	+
LinJ34-185000-190000	LinJ34	185000	190000	+
LinJ34-190000-195000	LinJ34	190000	195000	+
LinJ34-195000-200000	LinJ34	195000	200000	+
LinJ34-200000-205000	LinJ34	200000	205000	+
LinJ34-205000-210000	LinJ34	205000	210000	+
LinJ34-210000-215000	LinJ34	210000	215000	+
LinJ34-215000-220000	LinJ34	215000	220000	+
LinJ34-220000-225000	LinJ34	220000	225000	+
LinJ34-225000-230000	LinJ34	225000	230000	+
LinJ34-230000-235000	LinJ34	230000	235000	+
LinJ34-235000-240000	LinJ34	235000	240000	+
LinJ34-240000-245000	LinJ34	240000	245000	+
LinJ34-245000-250000	LinJ34	245000	250000	+
LinJ34-250000-255000	LinJ34	250000	255000	+
LinJ34-255000-260000	LinJ34	255000	260000	+
LinJ34-260000-265000	LinJ34	260000	265000	+
LinJ34-265000-270000	LinJ34	265000	270000	+
LinJ34-270000-275000	LinJ34	270000	275000	+
LinJ34-275000-280000	LinJ34	275000	280000	+
LinJ34-280000-285000	LinJ34	280000	285000	+
LinJ34-285000-290000	LinJ34	285000	290000	+
LinJ34-290000-295000	LinJ34	290000	295000	+
LinJ34-295000-300000	LinJ34	295000	300000	+
LinJ34-300000-305000	LinJ34	300000	305000	+
LinJ34-305000-310000	LinJ34	305000	310000	+
LinJ34-310000-315000	LinJ34	310000	315000	+
LinJ34-315000-320000	LinJ34	315000	320000	+
LinJ34-320000-325000	LinJ34	320000	325000	+
LinJ34-325000-330000	LinJ34	325000	330000	+
